IDFR;DT_REF;IN_EVS;EST_CVL;CLS_GNR;RGAO_GEO;SGM_CLI;VL_SLR_MSL;QT_PRD_COM_BB;TMP_RLC_COM_BB;CTGR_MC_EPGR;RAMO_MC_EPGR;NM_CTRA;VL_CST_SVR;FXA_IDD;QT_RCLM_CLI;PRI_ATDT_CLI
11158;2023-10-01;1.0;CASADO;F;SUL;3.0;1100.0;3.0;23.0;ATACADO;COMERCIO;PERSONALIZADO;2.87;40-49;;0.0
10509;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2340.0;3.0;10.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;6.52;30-39;;0.0
2414;2023-11-01;1.0;CASADO;M;SUDESTE;4.0;1650.0;3.0;7.0;ATACADO;COMERCIO;NEGOCIAL;11.13;30-39;;0.0
10740;2023-12-01;;;;;;;19.0;64.0;ATACADO;SERVICOS;NEGOCIAL;226.17;;;
9404;2023-10-01;0.0;CASADO;M;NORDESTE;1.0;8350.0;7.0;5.0;ATACADO;INDUSTRIA;ESTILO_A;74.45;30-39;;0.0
361;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;4.0;540.0;6.0;2.0;ATACADO;COMERCIO;NEGOCIAL;52.88;20-29;;0.0
2621;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;1210.0;39.0;13.0;ATACADO;SERVICOS;NEGOCIAL;107.74;60-69;2.0;1.0
2704;2023-12-01;0.0;SOLTEIRO;M;CENTRO-OESTE;4.0;860.0;6.0;3.0;ATACADO;INDUSTRIA;NEGOCIAL;88.52;20-29;;0.0
8881;2023-11-01;;;;;;;;;;;OUTROS;;;;
1286;2023-11-01;0.0;SOLTEIRO;F;SUDESTE;1.0;5870.0;10.0;12.0;ATACADO;SERVICOS;PRIVATE;91.86;30-39;;0.0
1846;2023-11-01;0.0;CASADO;F;CENTRO-OESTE;4.0;1830.0;8.0;7.0;ATACADO;SERVICOS;NEGOCIAL;28.09;20-29;;0.0
7425;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;2.0;5180.0;3.0;3.0;ATACADO;SERVICOS;NEGOCIAL;10.99;70-79;;0.0
2046;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;1.0;7740.0;16.0;21.0;ATACADO;INDUSTRIA;EXCLUSIVO_A;119.13;40-49;;0.0
7298;2023-11-01;0.0;VIUVO;F;CENTRO-OESTE;4.0;1850.0;9.0;23.0;ATACADO;SERVICOS;AGRO;31.31;60-69;;0.0
623;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;4.0;1170.0;7.0;2.0;VAREJO;SERVICOS;NEGOCIAL;31.41;20-29;;0.0
10623;2023-12-01;;;;;;;;;;;OUTROS;;;;
10602;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;4.0;2000.0;5.0;0.0;ATACADO;SERVICOS;NEGOCIAL;32.14;20-29;;0.0
4108;2023-10-01;0.0;CASADO;F;SUDESTE;1.0;1010.0;22.0;13.0;ATACADO;SERVICOS;NEGOCIAL;208.24;60-69;;0.0
1773;2023-12-01;0.0;SOLTEIRO;M;NORTE;4.0;2360.0;4.0;0.0;VAREJO;INDUSTRIA;NEGOCIAL;115.19;50-59;0.0;0.0
1843;2023-11-01;0.0;SOLTEIRO;M;NORTE;4.0;2760.0;7.0;0.0;VAREJO;INDUSTRIA;EXCLUSIVO_A;33.57;40-49;;0.0
10468;2023-10-01;0.0;SEPARADO;F;SUDESTE;3.0;1980.0;10.0;34.0;ATACADO;SERVICOS;NEGOCIAL;171.19;50-59;;0.0
2132;2023-12-01;1.0;SOLTEIRO;M;SUL;2.0;5280.0;3.0;12.0;ATACADO;INDUSTRIA;NEGOCIAL;11.13;60-69;1.0;1.0
3265;2023-12-01;;;;;;;7.0;22.0;ATACADO;SERVICOS;ESTILO_A;74.48;;;
9193;2023-10-01;1.0;CASADO;F;SUDESTE;2.0;4610.0;3.0;7.0;ATACADO;SERVICOS;PERSONALIZADO;6.15;40-49;;0.0
5164;2023-12-01;;;;;;;;;;;OUTROS;;;;
4478;2023-10-01;0.0;CASADO;M;CENTRO-OESTE;1.0;8010.0;22.0;30.0;ATACADO;SERVICOS;NEGOCIAL;241.02;70-79;;0.0
178;2023-12-01;;;;;;;;;;;OUTROS;;;;
7025;2023-11-01;0.0;SEPARADO;F;SUL;4.0;2210.0;5.0;15.0;ATACADO;SERVICOS;NEGOCIAL;163.92;60-69;;0.0
5169;2023-12-01;1.0;SOLTEIRO;F;SUL;2.0;4280.0;3.0;2.0;VAREJO;SERVICOS;NEGOCIAL;11.13;30-39;;0.0
3269;2023-10-01;1.0;SOLTEIRO;M;SUDESTE;4.0;1280.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;5.67;10-19;0.0;0.0
7460;2023-11-01;0.0;CASADO;F;SUDESTE;3.0;2890.0;7.0;9.0;VAREJO;SERVICOS;INVESTIDOR;77.11;40-49;;0.0
2684;2023-11-01;0.0;SEPARADO;M;SUDESTE;2.0;5410.0;7.0;14.0;VAREJO;INDUSTRIA;NEGOCIAL;177.34;50-59;;0.0
6866;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;4.0;1870.0;7.0;6.0;ATACADO;COMERCIO;ESTILO_B;40.69;20-29;1.0;0.0
9899;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;2.0;3820.0;7.0;13.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;44.52;30-39;;0.0
6588;2023-10-01;0.0;SOLTEIRO;F;NORDESTE;4.0;1280.0;9.0;8.0;ATACADO;COMERCIO;EXCLUSIVO_B;21.85;30-39;;0.0
6696;2023-12-01;0.0;SEPARADO;M;SUDESTE;1.0;620.0;8.0;28.0;ATACADO;SERVICOS;NEGOCIAL;234.27;50-59;;0.0
7250;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;4.0;1390.0;5.0;5.0;ATACADO;SERVICOS;AGRO;25.99;20-29;;0.0
1672;2023-12-01;;;;;;;;;;;OUTROS;;;;
1797;2023-12-01;;;;;;;11.0;20.0;ATACADO;INDUSTRIA;PRIVATE;212.47;;;
2599;2023-12-01;1.0;SOLTEIRO;F;SUL;4.0;1470.0;8.0;9.0;VAREJO;SERVICOS;NEGOCIAL;33.65;20-29;;0.0
3836;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;3.0;4780.0;9.0;10.0;ATACADO;INDUSTRIA;NEGOCIAL;69.51;50-59;;0.0
3063;2023-11-01;0.0;CASADO;F;CENTRO-OESTE;1.0;10000.0;8.0;23.0;ATACADO;SERVICOS;EXCLUSIVO_B;76.71;40-49;;0.0
1981;2023-12-01;1.0;SOLTEIRO;F;NORTE;4.0;560.0;3.0;0.0;ATACADO;SERVICOS;NEGOCIAL;15.99;10-19;;0.0
8200;2023-12-01;1.0;SOLTEIRO;F;NORDESTE;4.0;830.0;4.0;0.0;VAREJO;COMERCIO;NEGOCIAL;16.89;10-19;;0.0
4594;2023-11-01;1.0;SOLTEIRO;F;NORDESTE;4.0;1490.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.42;20-29;;0.0
8943;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;4.0;1340.0;4.0;16.0;ATACADO;COMERCIO;NEGOCIAL;9.66;30-39;;0.0
5193;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;4.0;2270.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;11.13;20-29;;0.0
9566;2023-12-01;;;;;;;11.0;30.0;ATACADO;INDUSTRIA;AGRO;255.16;;;
5962;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;4.0;1900.0;5.0;3.0;VAREJO;INDUSTRIA;NEGOCIAL;29.56;20-29;1.0;1.0
7238;2023-12-01;0.0;CASADO;M;NORDESTE;3.0;2610.0;6.0;4.0;VAREJO;SERVICOS;NEGOCIAL;34.89;30-39;;0.0
3919;2023-12-01;0.0;SOLTEIRO;M;SUL;4.0;920.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;21.71;20-29;;0.0
6806;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2780.0;6.0;11.0;ATACADO;SERVICOS;EXCLUSIVO_B;39.28;50-59;;0.0
6456;2023-10-01;1.0;CASADO;F;SUDESTE;2.0;4390.0;3.0;7.0;ATACADO;SERVICOS;NEGOCIAL;5.61;70-79;0.0;0.0
6027;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;3.0;2760.0;10.0;5.0;ATACADO;INDUSTRIA;PRIVATE;34.22;20-29;;0.0
8697;2023-11-01;0.0;CASADO;M;CENTRO-OESTE;2.0;7760.0;6.0;22.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;32.53;40-49;;0.0
7396;2023-10-01;0.0;CASADO;F;NORDESTE;4.0;1410.0;10.0;0.0;VAREJO;SERVICOS;NEGOCIAL;199.16;20-29;;0.0
7895;2023-12-01;0.0;CASADO;F;SUL;1.0;9630.0;11.0;9.0;ATACADO;SERVICOS;NEGOCIAL;182.28;40-49;;0.0
4865;2023-12-01;0.0;CASADO;M;SUDESTE;2.0;7140.0;5.0;6.0;VAREJO;COMERCIO;EXCLUSIVO_A;29.84;30-39;;0.0
6547;2023-12-01;;;;;;;7.0;4.0;ATACADO;INDUSTRIA;NEGOCIAL;65.82;;;
1915;2023-12-01;;;;;;;;;;;OUTROS;;;;
147;2023-11-01;0.0;CASADO;M;NORDESTE;1.0;3400.0;13.0;18.0;ATACADO;COMERCIO;PRIVATE;239.32;40-49;;0.0
9877;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;4.0;1790.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;11.43;20-29;;0.0
11278;2023-11-01;0.0;CASADO;F;SUDESTE;4.0;1000.0;8.0;12.0;VAREJO;SERVICOS;NEGOCIAL;17.66;50-59;;0.0
2025;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2270.0;11.0;0.0;VAREJO;INDUSTRIA;EXCLUSIVO_B;16.28;20-29;;0.0
8032;2023-12-01;;;;;;;;;;;OUTROS;;;;
5017;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;3.0;2810.0;5.0;5.0;ATACADO;INDUSTRIA;NEGOCIAL;28.3;20-29;;0.0
1328;2023-10-01;0.0;CASADO;M;NORDESTE;3.0;1760.0;4.0;16.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;11.26;40-49;;0.0
9411;2023-12-01;;;;;;;;;;;OUTROS;;;;
6299;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;9210.0;11.0;28.0;ATACADO;SERVICOS;NEGOCIAL;160.04;60-69;;0.0
7093;2023-10-01;;;;;;;;;;;OUTROS;;;;
7236;2023-11-01;0.0;SOLTEIRO;F;SUL;4.0;460.0;5.0;1.0;VAREJO;SERVICOS;NEGOCIAL;81.46;20-29;10.0;0.0
1307;2023-11-01;0.0;SEPARADO;M;CENTRO-OESTE;1.0;9580.0;29.0;36.0;ATACADO;SERVICOS;EXCLUSIVO_A;254.38;50-59;;0.0
5905;2023-12-01;0.0;SOLTEIRO;M;SUL;4.0;3430.0;7.0;0.0;ATACADO;INDUSTRIA;ESTILO_B;78.35;10-19;;0.0
3213;2023-12-01;0.0;CASADO;F;NORDESTE;3.0;2720.0;6.0;2.0;ATACADO;SERVICOS;ESTILO_B;44.35;30-39;;0.0
6067;2023-11-01;0.0;CASADO;M;SUL;3.0;3580.0;6.0;4.0;VAREJO;INDUSTRIA;NEGOCIAL;45.36;20-29;;0.0
3309;2023-12-01;0.0;CASADO;M;SUDESTE;3.0;2720.0;4.0;14.0;ATACADO;INDUSTRIA;NEGOCIAL;20.05;60-69;;0.0
5958;2023-12-01;0.0;CASADO;M;SUL;1.0;4440.0;37.0;14.0;ATACADO;SERVICOS;NEGOCIAL;296.68;70-79;;0.0
9221;2023-12-01;0.0;SOLTEIRO;F;NORDESTE;4.0;770.0;5.0;1.0;ATACADO;SERVICOS;EXCLUSIVO_B;14.52;20-29;;0.0
1599;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3880.0;8.0;0.0;VAREJO;SERVICOS;PRIVATE;140.7;30-39;;0.0
3037;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;4190.0;15.0;13.0;VAREJO;COMERCIO;NEGOCIAL;67.51;40-49;;0.0
1873;2023-10-01;0.0;SEPARADO;F;CENTRO-OESTE;1.0;9120.0;21.0;43.0;ATACADO;SERVICOS;NEGOCIAL;188.42;70-79;;0.0
3375;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2950.0;9.0;7.0;ATACADO;INDUSTRIA;NEGOCIAL;34.03;30-39;0.0;0.0
4447;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;2.0;6000.0;4.0;13.0;VAREJO;SERVICOS;NEGOCIAL;11.35;30-39;0.0;0.0
5702;2023-12-01;0.0;CASADO;M;SUDESTE;3.0;6960.0;9.0;17.0;ATACADO;INDUSTRIA;NEGOCIAL;32.0;30-39;;0.0
5603;2023-10-01;0.0;SOLTEIRO;F;SUL;3.0;2110.0;8.0;11.0;ATACADO;INDUSTRIA;NEGOCIAL;16.62;30-39;;0.0
538;2023-11-01;;;;;;;;;;;OUTROS;;;;
3407;2023-12-01;0.0;CASADO;M;SUL;2.0;5180.0;7.0;20.0;VAREJO;SERVICOS;EXCLUSIVO_A;121.78;50-59;;0.0
1380;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;4.0;3770.0;6.0;5.0;ATACADO;COMERCIO;NEGOCIAL;50.56;20-29;;0.0
2014;2023-10-01;0.0;SOLTEIRO;M;SUL;2.0;6960.0;8.0;11.0;ATACADO;INDUSTRIA;NEGOCIAL;18.75;40-49;;0.0
11371;2023-10-01;0.0;SEPARADO;F;SUL;1.0;9290.0;19.0;28.0;ATACADO;SERVICOS;NEGOCIAL;99.26;80-89;0.0;0.0
5664;2023-10-01;;;;;;;14.0;48.0;ATACADO;SERVICOS;NEGOCIAL;108.44;;;
5565;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;4.0;2270.0;6.0;1.0;VAREJO;SERVICOS;ESTILO_B;212.81;20-29;;0.0
9982;2023-11-01;;;;;;;27.0;46.0;ATACADO;SERVICOS;INVESTIDOR;257.75;;;
813;2023-10-01;;;;;;;10.0;15.0;VAREJO;SERVICOS;NEGOCIAL;100.85;;;
6542;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;3.0;1200.0;8.0;6.0;ATACADO;COMERCIO;AGRO;25.96;20-29;;0.0
3143;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2380.0;4.0;12.0;VAREJO;INDUSTRIA;NEGOCIAL;24.44;50-59;;0.0
10770;2023-11-01;0.0;SOLTEIRO;F;SUL;3.0;2570.0;5.0;9.0;ATACADO;INDUSTRIA;NEGOCIAL;95.05;20-29;;0.0
9662;2023-10-01;0.0;SOLTEIRO;F;NORDESTE;4.0;610.0;5.0;1.0;ATACADO;SERVICOS;ESTILO_B;8.93;20-29;;0.0
808;2023-11-01;1.0;SOLTEIRO;F;SUL;2.0;5860.0;11.0;11.0;ATACADO;INDUSTRIA;ESTILO_A;151.95;30-39;0.0;0.0
11377;2023-10-01;0.0;SOLTEIRO;F;CENTRO-OESTE;3.0;1810.0;6.0;3.0;ATACADO;INDUSTRIA;NEGOCIAL;19.57;20-29;;0.0
5977;2023-11-01;1.0;SOLTEIRO;F;SUL;4.0;2310.0;3.0;1.0;VAREJO;SERVICOS;PERSONALIZADO;14.54;20-29;;0.0
3621;2023-11-01;;;;;;;;;;;OUTROS;;;;
7941;2023-11-01;;;;;;;;;;;OUTROS;;;;
2073;2023-12-01;0.0;SOLTEIRO;F;NORDESTE;4.0;3430.0;5.0;7.0;VAREJO;SERVICOS;NEGOCIAL;20.76;40-49;;0.0
1814;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;1.0;9000.0;8.0;3.0;ATACADO;SERVICOS;ESTILO_B;26.52;20-29;;0.0
8849;2023-12-01;1.0;SOLTEIRO;M;NORDESTE;4.0;2440.0;4.0;0.0;VAREJO;COMERCIO;NEGOCIAL;11.29;20-29;0.0;0.0
1717;2023-10-01;0.0;SOLTEIRO;F;NORTE;2.0;8040.0;9.0;23.0;ATACADO;SERVICOS;AGRO;13.08;50-59;;0.0
9165;2023-10-01;0.0;SOLTEIRO;F;CENTRO-OESTE;1.0;2400.0;8.0;5.0;VAREJO;SERVICOS;NEGOCIAL;167.08;30-39;;0.0
8413;2023-12-01;0.0;SOLTEIRO;M;SUL;3.0;3990.0;6.0;5.0;ATACADO;INDUSTRIA;NEGOCIAL;20.07;20-29;;0.0
9532;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2950.0;6.0;0.0;VAREJO;COMERCIO;NEGOCIAL;86.0;40-49;;0.0
1170;2023-10-01;0.0;SOLTEIRO;F;NORDESTE;2.0;880.0;12.0;19.0;ATACADO;SERVICOS;NEGOCIAL;81.33;40-49;;0.0
922;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3620.0;7.0;1.0;ATACADO;INDUSTRIA;NEGOCIAL;41.66;20-29;;0.0
2842;2023-12-01;1.0;CASADO;M;NORTE;3.0;5260.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.37;30-39;;0.0
4132;2023-11-01;1.0;SOLTEIRO;F;SUL;4.0;2130.0;3.0;1.0;VAREJO;SERVICOS;EXCLUSIVO_B;18.05;30-39;0.0;0.0
9993;2023-10-01;0.0;SOLTEIRO;F;NORDESTE;4.0;900.0;6.0;0.0;ATACADO;SERVICOS;ESTILO_B;15.86;20-29;;0.0
8356;2023-10-01;0.0;VIUVO;F;NORDESTE;4.0;600.0;9.0;19.0;ATACADO;SERVICOS;NEGOCIAL;11.18;70-79;;0.0
10977;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;4.0;1680.0;11.0;0.0;ATACADO;COMERCIO;NEGOCIAL;39.45;20-29;;0.0
7968;2023-12-01;0.0;CASADO;F;CENTRO-OESTE;2.0;2850.0;8.0;2.0;ATACADO;SERVICOS;ESTILO_A;77.25;50-59;;0.0
6901;2023-10-01;0.0;SOLTEIRO;F;SUDESTE;4.0;1700.0;6.0;13.0;VAREJO;SERVICOS;NEGOCIAL;16.72;40-49;;0.0
557;2023-10-01;;;;;;;10.0;23.0;VAREJO;SERVICOS;NEGOCIAL;153.02;;;
7564;2023-11-01;1.0;SOLTEIRO;M;CENTRO-OESTE;2.0;7370.0;6.0;2.0;ATACADO;INDUSTRIA;NEGOCIAL;42.08;20-29;;0.0
496;2023-12-01;0.0;SOLTEIRO;F;SUL;3.0;2320.0;6.0;11.0;ATACADO;INDUSTRIA;NEGOCIAL;110.92;20-29;;0.0
4673;2023-10-01;0.0;SOLTEIRO;M;SUL;2.0;7680.0;9.0;17.0;VAREJO;SERVICOS;NEGOCIAL;62.08;40-49;;0.0
3300;2023-12-01;;;;;;;14.0;26.0;ATACADO;INDUSTRIA;NEGOCIAL;209.85;;;
4020;2023-10-01;0.0;SOLTEIRO;F;SUL;4.0;540.0;5.0;7.0;VAREJO;SERVICOS;NEGOCIAL;5.97;20-29;;0.0
9074;2023-10-01;0.0;SOLTEIRO;M;SUL;1.0;1650.0;12.0;13.0;ATACADO;SERVICOS;PERSONALIZADO;137.16;50-59;;0.0
73;2023-10-01;1.0;CASADO;M;NORTE;4.0;3060.0;5.0;12.0;ATACADO;INDUSTRIA;NEGOCIAL;5.7;30-39;13.0;1.0
2463;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;4.0;3690.0;5.0;17.0;ATACADO;COMERCIO;NEGOCIAL;37.68;30-39;;0.0
189;2023-12-01;0.0;CASADO;M;NORTE;1.0;5720.0;13.0;26.0;ATACADO;SERVICOS;NEGOCIAL;247.38;70-79;;0.0
1826;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;4530.0;7.0;7.0;ATACADO;INDUSTRIA;PERSONALIZADO;72.94;20-29;;0.0
11369;2023-10-01;0.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1860.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;5.54;30-39;;0.0
9988;2023-11-01;1.0;SOLTEIRO;M;NORDESTE;4.0;1630.0;4.0;1.0;VAREJO;COMERCIO;NEGOCIAL;27.1;20-29;;0.0
5643;2023-10-01;0.0;CASADO;M;CENTRO-OESTE;3.0;2650.0;5.0;9.0;ATACADO;COMERCIO;EXCLUSIVO_B;26.65;60-69;1.0;1.0
9609;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;4.0;580.0;3.0;7.0;ATACADO;SERVICOS;NEGOCIAL;10.99;80-89;;0.0
6663;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;3.0;4760.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.37;20-29;2.0;0.0
4565;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;4.0;1230.0;5.0;0.0;VAREJO;SERVICOS;NEGOCIAL;16.07;20-29;;0.0
9844;2023-10-01;1.0;SOLTEIRO;M;SUL;4.0;550.0;4.0;1.0;ATACADO;INDUSTRIA;NEGOCIAL;5.87;10-19;1.0;1.0
10388;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;5150.0;22.0;38.0;ATACADO;SERVICOS;ESTILO_A;119.35;70-79;;0.0
4939;2023-12-01;;;;;;;;;;;OUTROS;;;;
2478;2023-11-01;;;;;;;5.0;0.0;VAREJO;SERVICOS;NEGOCIAL;17.37;;;
972;2023-11-01;1.0;SEPARADO;M;SUL;3.0;2160.0;3.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;19.67;30-39;;0.0
4801;2023-11-01;0.0;SEPARADO;F;NORDESTE;2.0;3130.0;7.0;29.0;ATACADO;SERVICOS;NEGOCIAL;37.68;70-79;;0.0
3511;2023-10-01;1.0;SOLTEIRO;M;SUDESTE;3.0;2720.0;3.0;8.0;ATACADO;INDUSTRIA;NEGOCIAL;5.61;30-39;;0.0
834;2023-12-01;1.0;SOLTEIRO;F;SUL;2.0;5380.0;16.0;7.0;ATACADO;INDUSTRIA;NEGOCIAL;133.78;20-29;;0.0
2166;2023-10-01;;;;;;;;;;;OUTROS;;;;
5019;2023-11-01;0.0;SOLTEIRO;M;SUL;2.0;3850.0;8.0;20.0;ATACADO;SERVICOS;NEGOCIAL;110.19;30-39;42.0;1.0
10889;2023-11-01;;;;;;;;;;;OUTROS;;;;
2569;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3750.0;7.0;10.0;ATACADO;INDUSTRIA;EXCLUSIVO_A;101.22;50-59;;0.0
5548;2023-12-01;1.0;CASADO;M;SUDESTE;2.0;5590.0;3.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.13;20-29;;0.0
37;2023-11-01;0.0;SEPARADO;F;NORDESTE;3.0;6130.0;10.0;12.0;VAREJO;INDUSTRIA;EXCLUSIVO_A;117.16;50-59;;0.0
8215;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;2.0;6090.0;11.0;23.0;ATACADO;INDUSTRIA;ESTILO_A;38.09;40-49;;0.0
3244;2023-12-01;0.0;SOLTEIRO;M;SUL;2.0;5570.0;8.0;15.0;ATACADO;INDUSTRIA;NEGOCIAL;126.33;40-49;;0.0
6928;2023-10-01;0.0;CASADO;M;SUL;2.0;4140.0;10.0;20.0;VAREJO;SERVICOS;PERSONALIZADO;148.07;40-49;;0.0
6612;2023-11-01;0.0;CASADO;M;NORDESTE;1.0;5470.0;14.0;43.0;ATACADO;SERVICOS;NEGOCIAL;295.03;60-69;;0.0
7029;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;3.0;4250.0;4.0;0.0;VAREJO;COMERCIO;NEGOCIAL;118.61;40-49;;0.0
5558;2023-10-01;0.0;VIUVO;F;SUDESTE;1.0;1590.0;12.0;27.0;ATACADO;SERVICOS;NEGOCIAL;53.44;70-79;2.0;0.0
8349;2023-10-01;0.0;CASADO;M;SUDESTE;2.0;5960.0;8.0;1.0;VAREJO;SERVICOS;NEGOCIAL;24.11;40-49;;0.0
8576;2023-11-01;0.0;SOLTEIRO;F;SUL;4.0;2380.0;5.0;7.0;ATACADO;INDUSTRIA;NEGOCIAL;189.42;20-29;;0.0
6590;2023-10-01;0.0;SOLTEIRO;F;SUDESTE;4.0;1500.0;2.0;0.0;ATACADO;COMERCIO;NEGOCIAL;3.1;20-29;;0.0
7519;2023-10-01;0.0;SOLTEIRO;F;SUL;3.0;9940.0;7.0;12.0;ATACADO;SERVICOS;NEGOCIAL;26.5;30-39;;0.0
1869;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;4.0;1500.0;5.0;13.0;ATACADO;SERVICOS;NEGOCIAL;10.32;30-39;;0.0
892;2023-10-01;0.0;SOLTEIRO;M;NORTE;4.0;790.0;3.0;8.0;VAREJO;SERVICOS;NEGOCIAL;5.65;40-49;;0.0
9292;2023-10-01;1.0;SOLTEIRO;F;NORDESTE;4.0;1540.0;3.0;25.0;ATACADO;SERVICOS;NEGOCIAL;8.22;40-49;;0.0
10437;2023-10-01;1.0;CASADO;F;SUDESTE;3.0;1720.0;5.0;2.0;ATACADO;SERVICOS;NEGOCIAL;5.8;40-49;;0.0
3483;2023-10-01;1.0;CASADO;F;SUDESTE;4.0;1150.0;3.0;29.0;ATACADO;SERVICOS;NEGOCIAL;5.61;70-79;;0.0
10395;2023-12-01;0.0;CASADO;M;SUDESTE;2.0;6110.0;14.0;23.0;ATACADO;SERVICOS;NEGOCIAL;138.54;40-49;;0.0
1046;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2480.0;11.0;13.0;ATACADO;SERVICOS;NEGOCIAL;143.44;30-39;;0.0
4634;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;2300.0;3.0;7.0;ATACADO;INDUSTRIA;NEGOCIAL;18.8;40-49;;0.0
8133;2023-10-01;1.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1710.0;6.0;3.0;ATACADO;INDUSTRIA;ESTILO_A;10.64;20-29;;0.0
6271;2023-10-01;1.0;SOLTEIRO;F;SUDESTE;4.0;1430.0;7.0;21.0;VAREJO;SERVICOS;NEGOCIAL;6.53;50-59;;0.0
7808;2023-11-01;;;;;;;16.0;86.0;ATACADO;SERVICOS;NEGOCIAL;240.93;;;
1106;2023-11-01;;;;;;;37.0;49.0;ATACADO;SERVICOS;NEGOCIAL;198.24;;;
5686;2023-11-01;;;;;;;4.0;26.0;VAREJO;SERVICOS;ESTILO_B;48.66;;;
3123;2023-10-01;0.0;SOLTEIRO;F;SUDESTE;4.0;1460.0;6.0;3.0;ATACADO;SERVICOS;NEGOCIAL;18.29;30-39;;0.0
10200;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;3.0;2370.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;11.35;20-29;;0.0
1011;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;1.0;6880.0;10.0;13.0;VAREJO;SERVICOS;NEGOCIAL;82.02;60-69;;0.0
2643;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2350.0;6.0;1.0;VAREJO;INDUSTRIA;PRIVATE;43.75;30-39;1.0;1.0
651;2023-11-01;;;;;;;;;;;OUTROS;;;;
10865;2023-10-01;0.0;SOLTEIRO;F;CENTRO-OESTE;4.0;510.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;8.49;10-19;;0.0
8604;2023-11-01;0.0;SOLTEIRO;M;SUL;3.0;2190.0;7.0;7.0;VAREJO;SERVICOS;NEGOCIAL;34.59;30-39;1.0;0.0
4292;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;3.0;3490.0;8.0;19.0;VAREJO;INDUSTRIA;PERSONALIZADO;21.4;40-49;0.0;0.0
